Other South America,country,America,,405,957,1062,3569,1358,96,78,305,15253,39938,38398,2647,7,17,28,18,2,0,2,1,2,0,1,2,3,0,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
Other America,subregion,America,Other & not specified,1,6,11,56,80,879,5019,1406,73,0,29,25,25284,60140,22067,603,83,37,19,4,0,0,1,2,1,2,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
Africa,continent,Africa,,19,66,67,104,458,441,768,432,6326,8867,6362,2120,6720,13016,23780,71405,141987,346410,759734,98246,97429,103685,94589,94834,98677,110754,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
Egypt,country,Africa,Middle East & North Africa,0,0,0,5,8,29,145,51,0,0,1063,781,1613,1996,5581,23543,26744,44604,81564,9822,9096,10172,10719,12043,13907,13367,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
Ethiopia,country,Africa,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,10,28,302,804,2588,12927,40097,87207,13853,13985,15400,13484,12926,12566,13699,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
Liberia,country,Africa,Sub-Saharan Africa,1,8,5,7,43,52,21,9,0,0,0,35,37,289,841,2391,6420,13587,23316,2924,3117,3451,3036,3681,3580,3545,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
Morocco,country,Africa,Middle East & North Africa,0,4,1,0,0,15,12,9,0,0,0,110,1463,3293,2880,1967,3471,15768,40844,4847,4249,3534,3202,3495,3569,4447,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
South Africa,country,Africa,Sub-Saharan Africa,0,0,0,0,79,48,23,9,0,0,0,312,1022,2278,4360,10002,15505,21964,32221,2705,2754,2960,2693,2871,3298,3441,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
Other Africa,country,Africa,Sub-Saharan Africa,18,54,61,92,328,297,567,354,6326,8867,5299,872,2557,4858,9314,30914,76920,210390,494582,64095,64228,68168,61455,59818,61757,72255,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
Oceania,continent,Oceania,Other & not specified,2,1,3,110,107,9094,7341,3279,11677,12339,9860,3240,14262,11319,23659,39983,41432,56800,65793,5946,5825,5573,6061,5980,6227,6489,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
Australia,country,Oceania,,2,1,2,104,96,8933,7250,3098,11191,11280,8404,2260,11201,8275,14986,18708,16901,24288,32728,3077,3062,3146,3529,3582,3795,4173,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
New Zealand,country,Oceania,,0,0,0,2,6,39,21,12,0,0,935,790,2351,1799,3775,5018,6129,8600,12495,1046,1006,980,1027,941,978,939,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
Other Oceania,country,Oceania,,0,0,1,4,5,122,70,169,486,1059,521,190,710,1245,4898,16257,18402,23912,20570,1823,1757,1447,1505,1457,1454,1377,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
Not Specified,unspecified,,Other & not specified,19173,83495,7196,71442,15472,592,778,14112,33493,488,930,0,135,12472,119,326,305406,25928,211930,5814,6217,9265,10127,8430,10256,22726,"DHS/OHSS Yearbook of Immigration Statistics 2016, Table 2 (pp. 6-11)",https://ohss.dhs.gov/sites/default/files/2023-12/2016%2520Yearbook%2520of%2520Immigration%2520Statistics.pdf
