year,state,abbr,fips,total,black,aian,foreign_born,native_parentage
1960,Vermont,VT,50,389881,519,57,,
1960,Washington,WA,53,2853214,48738,21076,,
1960,Wisconsin,WI,55,3951777,74546,14297,,
1960,West Virginia,WV,54,1860421,89378,181,,
1960,Wyoming,WY,56,330066,2183,4020,,
1970,Alaska,AK,02,300382,8911,16276,7655,
1970,Alabama,AL,01,3444165,903467,2443,16191,
1970,Arkansas,AR,05,1923295,352445,2014,8343,
1970,Arizona,AZ,04,1770900,53344,95812,73695,
1970,California,CA,06,19953134,1400143,91018,1702819,
1970,Colorado,CO,08,2207259,66411,8836,58179,
1970,Connecticut,CT,09,3031709,181177,2222,246293,
1970,District of Columbia,DC,11,756510,537712,956,32096,
1970,Delaware,DE,10,548104,78276,656,14527,
1970,Florida,FL,12,6789443,1041651,6677,521291,
1970,Georgia,GA,13,4589575,1187149,2347,32293,
1970,Hawaii,HI,15,768561,7573,1126,72851,
1970,Iowa,IA,19,2824376,32596,2992,38635,
1970,Idaho,ID,16,712567,2130,6687,12335,
1970,Illinois,IL,17,11113976,1425674,11413,602992,
1970,Indiana,IN,18,5193669,357464,3887,79942,
1970,Kansas,KS,20,2246578,106977,8672,26768,
1970,Kentucky,KY,21,3218706,230793,1531,16341,
1970,Louisiana,LA,22,3641306,1086832,5294,36942,
1970,Massachusetts,MA,25,5689170,175817,4475,476086,
1970,Maryland,MD,24,3922399,699479,4239,118568,
1970,Maine,ME,23,992048,2800,2195,42334,
1970,Michigan,MI,26,8875083,991066,16854,410230,
1970,Minnesota,MN,27,3804971,34868,23128,92095,
1970,Missouri,MO,29,4676501,480172,5405,61595,
1970,Mississippi,MS,28,2216912,815770,4113,8071,
1970,Montana,MT,30,694409,1995,27130,18969,
1970,North Carolina,NC,37,5082059,1126478,44406,28139,
1970,North Dakota,ND,38,617761,2494,14369,17653,
1970,Nebraska,NE,31,1483493,39911,6624,27144,
1970,New Hampshire,NH,33,737681,2505,361,36523,
1970,New Jersey,NJ,34,7168164,770292,4706,606809,
1970,New Mexico,NM,35,1016000,19555,72788,21702,
1970,Nevada,NV,32,488738,27762,7933,17815,
1970,New York,NY,36,18236967,2168949,28355,2019472,
1970,Ohio,OH,39,10652017,970477,6654,296250,
1970,Oklahoma,OK,40,2559229,171892,98468,19918,
1970,Oregon,OR,41,2091385,26308,13510,62259,
1970,Pennsylvania,PA,42,11793909,1016514,5533,419393,
1970,Rhode Island,RI,44,946725,25338,1390,70869,
1970,South Carolina,SC,45,2590516,789041,2241,14918,
1970,South Dakota,SD,46,665507,1627,32365,10295,
1970,Tennessee,TN,47,3923687,621261,2276,18907,
1970,Texas,TX,48,11196730,1399005,17957,306105,
1970,Utah,UT,49,1059273,6617,11273,27566,
1970,Virginia,VA,51,4648494,861368,4853,70323,
1970,Vermont,VT,50,444330,761,229,18054,
1970,Washington,WA,53,3409169,71308,33386,150079,
1970,Wisconsin,WI,55,4417731,128224,18924,121994,
1970,West Virginia,WV,54,1744237,67342,751,15810,
1970,Wyoming,WY,56,332416,2568,4980,7058,
1980,Alaska,AK,02,400481,13619,64047,13866,
1980,Alabama,AL,01,3890061,995623,7561,30744,
1980,Arkansas,AR,05,2285513,373192,9411,18116,
1980,Arizona,AZ,04,2717866,75034,152857,146772,
1980,California,CA,06,23668562,1819282,201311,3286144,
1980,Colorado,CO,08,2888834,101702,18059,104075,
1980,Connecticut,CT,09,3107576,217433,4533,248808,
1980,District of Columbia,DC,11,637651,448229,1031,33825,
1980,Delaware,DE,10,595225,95971,1330,16680,
1980,Florida,FL,12,9739992,1342478,19316,951725,
1980,Georgia,GA,13,5464265,1465457,7619,74687,
1980,Hawaii,HI,15,965000,17352,2778,126964,
1980,Iowa,IA,19,2913387,41700,5453,42525,
1980,Idaho,ID,16,943935,2716,10521,20201,
1980,Illinois,IL,17,11418461,1675229,16271,747585,
1980,Indiana,IN,18,5490179,414732,7835,91993,
1980,Kansas,KS,20,2363208,126127,15371,43041,
1980,Kentucky,KY,21,3661433,259490,3610,29230,
1980,Louisiana,LA,22,4203972,1237263,12064,67669,
1980,Massachusetts,MA,25,5737037,221279,7743,462559,
1980,Maryland,MD,24,4216446,958050,8021,179994,
1980,Maine,ME,23,1124660,3128,4087,39752,
1980,Michigan,MI,26,9258344,1198710,40038,387127,
1980,Minnesota,MN,27,4077148,53342,35026,98114,
1980,Missouri,MO,29,4917444,514274,12319,76627,
1980,Mississippi,MS,28,2520638,887206,6180,17539,
1980,Montana,MT,30,786690,1786,37270,16095,
1980,North Carolina,NC,37,5874429,1316050,64635,63972,
1980,North Dakota,ND,38,652695,2568,20157,13290,
1980,Nebraska,NE,31,1570006,48389,9197,28122,
1980,New Hampshire,NH,33,920610,3990,1352,37380,
1980,New Jersey,NJ,34,7364158,924786,8394,706351,
1980,New Mexico,NM,35,1299968,24042,104777,46380,
1980,Nevada,NV,32,799184,50791,13304,48372,
1980,New York,NY,36,17557288,2401842,38732,2177109,
1980,Ohio,OH,39,10797419,1076734,12240,278203,
1980,Oklahoma,OK,40,3025266,204658,169464,49717,
1980,Oregon,OR,41,2632663,37059,27309,98126,
1980,Pennsylvania,PA,42,11866728,1047609,9459,371443,
1980,Rhode Island,RI,44,947154,27584,2898,77697,
1980,South Carolina,SC,45,3119208,948146,5758,35158,
1980,South Dakota,SD,46,690178,2144,45101,8463,
1980,Tennessee,TN,47,4590750,725949,5103,39250,
1980,Texas,TX,48,14228383,1710250,40074,761115,
1980,Utah,UT,49,1461037,9225,19256,46455,
1980,Virginia,VA,51,5346279,1008311,9336,158264,
1980,Vermont,VT,50,511456,1135,984,19479,
1980,Washington,WA,53,4130163,105544,60771,219351,
1980,Wisconsin,WI,55,4705335,182593,29497,115733,
1980,West Virginia,WV,54,1949644,65051,1610,18322,
1980,Wyoming,WY,56,470816,3364,7125,8243,
1990,Alaska,AK,02,550043,22451,85698,33814,
1990,Alabama,AL,01,4040587,1020705,16506,68177,
1990,Arkansas,AR,05,2350725,373912,12773,36176,
1990,Arizona,AZ,04,3665228,110524,203527,324434,
1990,California,CA,06,29760021,2208801,242164,6854086,
1990,Colorado,CO,08,3294394,133146,27776,185007,
1990,Connecticut,CT,09,3287116,274269,6654,379895,
1990,District of Columbia,DC,11,606900,399604,1466,65403,
1990,Delaware,DE,10,666168,112460,2019,30978,
1990,Florida,FL,12,12937926,1759534,36335,1936027,
1990,Georgia,GA,13,6478216,1746565,13348,234857,
1990,Hawaii,HI,15,1108229,27195,5099,194205,
1990,Iowa,IA,19,2776755,48090,7349,54907,
1990,Idaho,ID,16,1006749,3370,13780,36904,
1990,Illinois,IL,17,11430602,1694273,21836,1078527,
1990,Indiana,IN,18,5544159,432092,12720,123026,
1990,Kansas,KS,20,2477574,143076,21965,81333,
1990,Kentucky,KY,21,3685296,262907,5769,53107,
1990,Louisiana,LA,22,4219973,1299281,18541,111392,
1990,Massachusetts,MA,25,6016425,300130,12241,705207,
1990,Maryland,MD,24,4781468,1189899,12972,369918,
1990,Maine,ME,23,1227928,5138,5998,48762,
1990,Michigan,MI,26,9295297,1291706,55638,410286,
1990,Minnesota,MN,27,4375099,94944,49909,141659,
1990,Missouri,MO,29,5117073,548208,19835,110531,
1990,Mississippi,MS,28,2573216,915057,8525,30651,
1990,Montana,MT,30,799065,2381,47679,19896,
1990,North Carolina,NC,37,6628637,1456323,80155,162296,
1990,North Dakota,ND,38,638800,3524,25917,14029,
1990,Nebraska,NE,31,1578385,57404,12410,38275,
1990,New Hampshire,NH,33,1109252,7198,2134,52299,
1990,New Jersey,NJ,34,7730188,1036825,14970,1176681,
1990,New Mexico,NM,35,1515069,30210,134355,97769,
1990,Nevada,NV,32,1201833,78771,19637,119917,
1990,New York,NY,36,17990455,2859055,62651,3474189,
1990,Ohio,OH,39,10847115,1154826,20358,322080,
1990,Oklahoma,OK,40,3145585,233801,252420,91494,
1990,Oregon,OR,41,2842321,46178,38496,164986,
1990,Pennsylvania,PA,42,11881643,1089795,14733,491717,
1990,Rhode Island,RI,44,1003464,38861,4071,109407,
1990,South Carolina,SC,45,3486703,1039884,8246,77813,
1990,South Dakota,SD,46,696004,3258,50575,11453,
1990,Tennessee,TN,47,4877185,778035,10039,83760,
1990,Texas,TX,48,16986510,2021632,65877,1735939,
1990,Utah,UT,49,1722850,11576,24283,74414,
1990,Virginia,VA,51,6187358,1162994,15282,398933,
1990,Vermont,VT,50,562758,1951,1696,22299,
1990,Washington,WA,53,4866692,149801,81483,394233,
1990,Wisconsin,WI,55,4891769,244539,39387,148968,
1990,West Virginia,WV,54,1793477,56295,2458,21011,
1990,Wyoming,WY,56,453588,3606,9479,10920,
